0.374,0.001,64,0.005,0.001,128,15
0.226,0.001,64,0.005,0.001,256,5
0.316,0.001,64,0.005,0.001,256,10
0.266,0.001,64,0.005,0.001,256,15
0.222,0.001,64,0.005,0.001,512,5
0.241,0.001,64,0.005,0.001,512,10
0.3,0.001,64,0.005,0.001,512,15
0.142,0.001,64,0.005,0.005,64,5
0.192,0.001,64,0.005,0.005,64,10
0.14,0.001,64,0.005,0.005,64,15
0.141,0.001,64,0.005,0.005,128,5
0.155,0.001,64,0.005,0.005,128,10
0.16,0.001,64,0.005,0.005,128,15
0.112,0.001,64,0.005,0.005,256,5
0.122,0.001,64,0.005,0.005,256,10
0.15,0.001,64,0.005,0.005,256,15
0.112,0.001,64,0.005,0.005,512,5
0.134,0.001,64,0.005,0.005,512,10
0.164,0.001,64,0.005,0.005,512,15
0.17,0.001,64,0.005,0.0025,64,5
0.168,0.001,64,0.005,0.0025,64,10
0.187,0.001,64,0.005,0.0025,64,15
0.107,0.001,64,0.005,0.0025,128,5
0.199,0.001,64,0.005,0.0025,128,10
0.2,0.001,64,0.005,0.0025,128,15
0.181,0.001,64,0.005,0.0025,256,5
0.166,0.001,64,0.005,0.0025,256,10
0.216,0.001,64,0.005,0.0025,256,15
0.158,0.001,64,0.005,0.0025,512,5
0.147,0.001,64,0.005,0.0025,512,10
0.12,0.001,64,0.005,0.0025,512,15
0.136,0.001,64,0.005,0.01,64,5
0.191,0.001,64,0.005,0.01,64,10
0.137,0.001,64,0.005,0.01,64,15
0.118,0.001,64,0.005,0.01,128,5
0.166,0.001,64,0.005,0.01,128,10
0.258,0.001,64,0.005,0.01,128,15
0.119,0.001,64,0.005,0.01,256,5
0.107,0.001,64,0.005,0.01,256,10
0.139,0.001,64,0.005,0.01,256,15
0.112,0.001,64,0.005,0.01,512,5
0.119,0.001,64,0.005,0.01,512,10
0.118,0.001,64,0.005,0.01,512,15
0.119,0.001,64,0.005,0.025,64,5
0.158,0.001,64,0.005,0.025,64,10
0.187,0.001,64,0.005,0.025,64,15
0.126,0.001,64,0.005,0.025,128,5
0.138,0.001,64,0.005,0.025,128,10
0.147,0.001,64,0.005,0.025,128,15
0.131,0.001,64,0.005,0.025,256,5
0.116,0.001,64,0.005,0.025,256,10
0.135,0.001,64,0.005,0.025,256,15
0.124,0.001,64,0.005,0.025,512,5
0.119,0.001,64,0.005,0.025,512,10
0.131,0.001,64,0.005,0.025,512,15
0.341,0.001,64,0.01,0.001,64,5
0.353,0.001,64,0.01,0.001,64,10
0.365,0.001,64,0.01,0.001,64,15
0.372,0.001,64,0.01,0.001,128,5
0.369,0.001,64,0.01,0.001,128,10
0.334,0.001,64,0.01,0.001,128,15
0.192,0.001,64,0.01,0.001,256,5
0.262,0.001,64,0.01,0.001,256,10
0.247,0.001,64,0.01,0.001,256,15
0.239,0.001,64,0.01,0.001,512,5
0.219,0.001,64,0.01,0.001,512,10
0.245,0.001,64,0.01,0.001,512,15
0.111,0.001,64,0.01,0.005,64,5
0.156,0.001,64,0.01,0.005,64,10
0.166,0.001,64,0.01,0.005,64,15
0.158,0.001,64,0.01,0.005,128,5
0.147,0.001,64,0.01,0.005,128,10
0.217,0.001,64,0.01,0.005,128,15
0.119,0.001,64,0.01,0.005,256,5
0.128,0.001,64,0.01,0.005,256,10
0.172,0.001,64,0.01,0.005,256,15
0.113,0.001,64,0.01,0.005,512,5
0.128,0.001,64,0.01,0.005,512,10
0.142,0.001,64,0.01,0.005,512,15
0.112,0.001,64,0.01,0.0025,64,5
0.223,0.001,64,0.01,0.0025,64,10
0.182,0.001,64,0.01,0.0025,64,15
0.122,0.001,64,0.01,0.0025,128,5
0.166,0.001,64,0.01,0.0025,128,10
0.199,0.001,64,0.01,0.0025,128,15
0.113,0.001,64,0.01,0.0025,256,5
0.129,0.001,64,0.01,0.0025,256,10
0.189,0.001,64,0.01,0.0025,256,15
0.12,0.001,64,0.01,0.0025,512,5
0.152,0.001,64,0.01,0.0025,512,10
0.152,0.001,64,0.01,0.0025,512,15
0.12,0.001,64,0.01,0.01,64,5
0.154,0.001,64,0.01,0.01,64,10
